video_path,text,num_frames,height,width,flow
/data/shuaizhang/DATA/training_512_17/0000cc6d8b108390.mp4,Room,17,512,512,2.309710741043091
/data/shuaizhang/DATA/training_512_17/0004866ca872087c.mp4,Room,17,512,512,8.573812484741211
/data/shuaizhang/DATA/training_512_17/0007fe14c86c4a78.mp4,Room,17,512,512,10.071427345275879
/data/shuaizhang/DATA/training_512_17/000d73d2405332df.mp4,Room,17,512,512,6.255885124206543
/data/shuaizhang/DATA/training_512_17/0013a39f3a02b5c3.mp4,Room,17,512,512,4.840920448303223
/data/shuaizhang/DATA/training_512_17/00168ec12dda389c.mp4,Room,17,512,512,1.6624921560287476
/data/shuaizhang/DATA/training_512_17/001cf02b7625a4cc.mp4,Room,17,512,512,2.811237335205078
/data/shuaizhang/DATA/training_512_17/00210fcc783d3fcf.mp4,Room,17,512,512,35.579341888427734
/data/shuaizhang/DATA/training_512_17/0024e835f897f4f2.mp4,Room,17,512,512,14.273510932922363
/data/shuaizhang/DATA/training_512_17/0029e9169a167c4f.mp4,Room,17,512,512,3.8074634075164795
/data/shuaizhang/DATA/training_512_17/0032c663bb6d838e.mp4,Room,17,512,512,13.256516456604004
/data/shuaizhang/DATA/training_512_17/0036e213573f76a5.mp4,Room,17,512,512,2.306462049484253
/data/shuaizhang/DATA/training_512_17/003a243e0d37b315.mp4,Room,17,512,512,9.026638984680176
/data/shuaizhang/DATA/training_512_17/00409fffa8d6f559.mp4,Room,17,512,512,8.79577922821045
/data/shuaizhang/DATA/training_512_17/00419dfa0b973e11.mp4,Room,17,512,512,1.474425196647644
/data/shuaizhang/DATA/training_512_17/004673337d29eb87.mp4,Room,17,512,512,7.0098161697387695
/data/shuaizhang/DATA/training_512_17/004a40da569ee807.mp4,Room,17,512,512,18.461069107055664
/data/shuaizhang/DATA/training_512_17/004d2899ce6cfd7e.mp4,Room,17,512,512,3.489232063293457
/data/shuaizhang/DATA/training_512_17/004f2522f3d42f94.mp4,Room,17,512,512,7.970304489135742
/data/shuaizhang/DATA/training_512_17/0051d3a3ada580af.mp4,Room,17,512,512,4.995079040527344
/data/shuaizhang/DATA/training_512_17/00560d9f99a6f200.mp4,Room,17,512,512,4.364752769470215
/data/shuaizhang/DATA/training_512_17/005935bbd1c0cf38.mp4,Room,17,512,512,46.29043197631836
/data/shuaizhang/DATA/training_512_17/005c440a72e93b03.mp4,Room,17,512,512,4.078164100646973
/data/shuaizhang/DATA/training_512_17/006363925858461c.mp4,Room,17,512,512,9.437463760375977
/data/shuaizhang/DATA/training_512_17/0066de2687c63b09.mp4,Room,17,512,512,6.177401542663574
/data/shuaizhang/DATA/training_512_17/006b2728057d8236.mp4,Room,17,512,512,10.170902252197266
/data/shuaizhang/DATA/training_512_17/006f41ee9800fecf.mp4,Room,17,512,512,1.2897214889526367
/data/shuaizhang/DATA/training_512_17/00721a059191d495.mp4,Room,17,512,512,4.889376640319824
/data/shuaizhang/DATA/training_512_17/0076aea772f3acc7.mp4,Room,17,512,512,6.918371677398682
/data/shuaizhang/DATA/training_512_17/00793a8a3b268d7c.mp4,Room,17,512,512,2.955508232116699
/data/shuaizhang/DATA/training_512_17/007d91ee3338229d.mp4,Room,17,512,512,5.997024059295654
