video_path,text,num_frames,height,width,flow
/data/shuaizhang/DATA/training_512_17/0000cc6d8b108390.mp4,Room,17,512,512,2.309710741043091
/data/shuaizhang/DATA/training_512_17/00028da87cc5a4c4.mp4,Room,17,512,512,12.436805725097656
/data/shuaizhang/DATA/training_512_17/0005c41463fe5e01.mp4,Room,17,512,512,8.505999565124512
/data/shuaizhang/DATA/training_512_17/0008631059fd7ba6.mp4,Room,17,512,512,12.420492172241211
/data/shuaizhang/DATA/training_512_17/000e285b03f3fddf.mp4,Room,17,512,512,15.141850471496582
/data/shuaizhang/DATA/training_512_17/0014287f39e4686f.mp4,Room,17,512,512,12.10158920288086
/data/shuaizhang/DATA/training_512_17/0016d89da2d78196.mp4,Room,17,512,512,14.949047088623047
/data/shuaizhang/DATA/training_512_17/001d2c4c4b356c43.mp4,Room,17,512,512,12.796706199645996
/data/shuaizhang/DATA/training_512_17/0021e3be0043c3b3.mp4,Room,17,512,512,1.045588493347168
/data/shuaizhang/DATA/training_512_17/002554f1f92ac083.mp4,Room,17,512,512,0.8940183520317078
/data/shuaizhang/DATA/training_512_17/002a58afaeaf24c9.mp4,Room,17,512,512,1.0954216718673706
/data/shuaizhang/DATA/training_512_17/00336b9590b313a2.mp4,Room,17,512,512,11.967004776000977
/data/shuaizhang/DATA/training_512_17/003908a8fa818d50.mp4,Room,17,512,512,2.0889201164245605
/data/shuaizhang/DATA/training_512_17/003c67ed6be72aeb.mp4,Room,17,512,512,4.617044925689697
/data/shuaizhang/DATA/training_512_17/0040ff89cd583609.mp4,Room,17,512,512,30.303956985473633
/data/shuaizhang/DATA/training_512_17/00438c154e81cbd1.mp4,Room,17,512,512,3.5900182723999023
/data/shuaizhang/DATA/training_512_17/00469966d50c2b97.mp4,Room,17,512,512,7.072697639465332
/data/shuaizhang/DATA/training_512_17/004afb07c2352370.mp4,Room,17,512,512,2.360882043838501
/data/shuaizhang/DATA/training_512_17/004d9274e286b4df.mp4,Room,17,512,512,4.332393169403076
/data/shuaizhang/DATA/training_512_17/004f7056eddd68b8.mp4,Room,17,512,512,7.845239162445068
/data/shuaizhang/DATA/training_512_17/0051dfdcdc3050dc.mp4,Room,17,512,512,2.577704906463623
/data/shuaizhang/DATA/training_512_17/0056df7a0d0739e1.mp4,Room,17,512,512,4.088603973388672
/data/shuaizhang/DATA/training_512_17/0059ff3bc0a9b4c6.mp4,Room,17,512,512,7.2993669509887695
/data/shuaizhang/DATA/training_512_17/005ee91e6c694114.mp4,Room,17,512,512,11.890847206115723
/data/shuaizhang/DATA/training_512_17/006477bb9bada538.mp4,Room,17,512,512,18.341339111328125
/data/shuaizhang/DATA/training_512_17/0066ed3711a7240d.mp4,Room,17,512,512,4.0051398277282715
/data/shuaizhang/DATA/training_512_17/006ce7c81b5027e7.mp4,Room,17,512,512,7.192080020904541
/data/shuaizhang/DATA/training_512_17/00703cbf7531ef11.mp4,Room,17,512,512,2.9736082553863525
/data/shuaizhang/DATA/training_512_17/0074915cdbef7836.mp4,Room,17,512,512,0.7914838790893555
/data/shuaizhang/DATA/training_512_17/0076e0a94466efb1.mp4,Room,17,512,512,9.60621452331543
/data/shuaizhang/DATA/training_512_17/007ac6cef80a692c.mp4,Room,17,512,512,7.151827812194824
/data/shuaizhang/DATA/training_512_17/007facf53bb75921.mp4,Room,17,512,512,4.518981456756592
/data/shuaizhang/DATA/training_512_17/0082221897dbdc56.mp4,Room,17,512,512,3.461275815963745
/data/shuaizhang/DATA/training_512_17/008565fd84fac8bc.mp4,Room,17,512,512,12.774016380310059
/data/shuaizhang/DATA/training_512_17/008b073e9b710630.mp4,Room,17,512,512,4.040850639343262
/data/shuaizhang/DATA/training_512_17/008e4569c8a475c8.mp4,Room,17,512,512,19.386690139770508
/data/shuaizhang/DATA/training_512_17/009048f2c8444b4f.mp4,Room,17,512,512,3.5155436992645264
/data/shuaizhang/DATA/training_512_17/009664cb1b8d351a.mp4,Room,17,512,512,25.19420623779297
/data/shuaizhang/DATA/training_512_17/0098b4cd92c6fef6.mp4,Room,17,512,512,6.367484092712402
/data/shuaizhang/DATA/training_512_17/009c0252ca19d76b.mp4,Room,17,512,512,3.8364202976226807
/data/shuaizhang/DATA/training_512_17/009e7b2d81e10364.mp4,Room,17,512,512,2.249749183654785
/data/shuaizhang/DATA/training_512_17/009f73815f3e3b42.mp4,Room,17,512,512,2.408834218978882
/data/shuaizhang/DATA/training_512_17/00a61821997f3fac.mp4,Room,17,512,512,5.084333419799805
/data/shuaizhang/DATA/training_512_17/00a907a68edf05c7.mp4,Room,17,512,512,1.3069618940353394
/data/shuaizhang/DATA/training_512_17/00aad2a54c447c8f.mp4,Room,17,512,512,8.127714157104492
/data/shuaizhang/DATA/training_512_17/00adc59ebcbe00f7.mp4,Room,17,512,512,13.52718448638916
/data/shuaizhang/DATA/training_512_17/00b31f903ceb11a8.mp4,Room,17,512,512,5.654719352722168
/data/shuaizhang/DATA/training_512_17/00b52b21e0d54a42.mp4,Room,17,512,512,12.412500381469727
