video_path,text,num_frames,height,width,flow
/data/vepfs/users/shuaizhang/training_512_17/0000cc6d8b108390.mp4,Room,17,512,512,2.309710741043091
/data/vepfs/users/shuaizhang/training_512_17/00028da87cc5a4c4.mp4,Room,17,512,512,12.436805725097656
/data/vepfs/users/shuaizhang/training_512_17/0002b126b0a8a685.mp4,Room,17,512,512,1.6115995645523071
/data/vepfs/users/shuaizhang/training_512_17/000465ebe46a98d2.mp4,Room,17,512,512,5.34314489364624
/data/vepfs/users/shuaizhang/training_512_17/0004866ca872087c.mp4,Room,17,512,512,8.573812484741211
/data/vepfs/users/shuaizhang/training_512_17/0005c41463fe5e01.mp4,Room,17,512,512,8.505999565124512
/data/vepfs/users/shuaizhang/training_512_17/00066b3649cc07e5.mp4,Room,17,512,512,22.813180923461914
/data/vepfs/users/shuaizhang/training_512_17/0006e8e3eaa8cd39.mp4,Room,17,512,512,13.612448692321777
/data/vepfs/users/shuaizhang/training_512_17/0007fe14c86c4a78.mp4,Room,17,512,512,10.071427345275879
/data/vepfs/users/shuaizhang/training_512_17/0008631059fd7ba6.mp4,Room,17,512,512,12.420492172241211
/data/vepfs/users/shuaizhang/training_512_17/00087de44e487f80.mp4,Room,17,512,512,2.5335662364959717
/data/vepfs/users/shuaizhang/training_512_17/000d2139ad05dc85.mp4,Room,17,512,512,7.640811443328857
/data/vepfs/users/shuaizhang/training_512_17/000d73d2405332df.mp4,Room,17,512,512,6.255885124206543
/data/vepfs/users/shuaizhang/training_512_17/000e285b03f3fddf.mp4,Room,17,512,512,15.141850471496582
/data/vepfs/users/shuaizhang/training_512_17/00104677f98ca3c9.mp4,Room,17,512,512,5.453460693359375
/data/vepfs/users/shuaizhang/training_512_17/0010533d5f176d7b.mp4,Room,17,512,512,1.5917984247207642
/data/vepfs/users/shuaizhang/training_512_17/0013a39f3a02b5c3.mp4,Room,17,512,512,4.840920448303223
/data/vepfs/users/shuaizhang/training_512_17/0014287f39e4686f.mp4,Room,17,512,512,12.10158920288086
